id,report_date,city,state,report_narrative,timestamp,latitude,longitude,altitude,uncertainty
2315,2023-06-03,Los angeles,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): los angeles, ca / unmanned aircraft systems (UAS) sighting/1609p/socal terminal radar approach control facility (TRACON) advised, piper m600, rdd-sna, reported a unmanned aircraft systems (UAS) from the 9 of the clock position 200 feet below aircraft (ACFT) while sse bound at 9,000 feet 15 nne lax.No evasive action reported. La pd air support notified.",2023-06-03T00:00:00Z,33.9416,-118.4085,9000,medium
2316,2023-06-03,Galveston,Texas,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): galveston, tx / unmanned aircraft systems (UAS) sighting/1845c/houston terminal radar approach control facility (TRACON) advised, a321, iah-clt, reported a unmanned aircraft systems (UAS) while se bound at 11,000 feet 10 northwest (NW) gls.No evasive action taken.Houston pd notified.",2023-06-03T00:00:00Z,29.2667,-94.8667,11000,medium
2317,2023-06-03,Burbank,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): burbank, ca / unmanned aircraft systems (UAS) sighting/1711p/burbank airport traffic control tower (ATCT) advised, cessna c68a, las-bur, reported a unmanned aircraft systems (UAS) 1,000 feet above aircraft (ACFT) while on 5 mile final runway 8 at 3,000 feet.No evasive action reported. Lapd air support notified.",2023-06-03T17:11:00Z,34.1822,-118.3531,4000,medium
2318,2023-06-04,Briggs,Ohio,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): briggs, oh / unmanned aircraft systems (UAS) sighting/1414e/cleveland air route traffic control center (ARTCC) advised, beech be9l, reported a gray unmanned aircraft systems (UAS) 100 feet from the 10 of the clock position while E bound at 15,000 feet 18 nne briggs very high frequency omnidirectional range (VOR).No evasive action taken.Summit county sheriff notified.",2023-06-04T00:00:00Z,41.1667,-81.6333,15000,medium
2319,2023-06-04,Daggett,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): daggett, ca / unmanned aircraft systems (UAS) sighting/1143p/los angeles artcc advised, b739, slc-ont, reported a unmanned aircraft systems (UAS) from the 9 of the clock position while E bound at fl180 78 se dag.No evasive action taken.No leo notification reported.",2023-06-04T11:43:00Z,34.8667,-116.7833,18000,medium
2320,2023-06-04,San antonio,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): san antonio, tx / unmanned aircraft systems (UAS) sighting/1350c/san antonio airport traffic control tower (ATCT) advised, b38m, sat-tpa, reported a red-white unmanned aircraft systems (UAS) while northwest (NW) at 4,000 feet 7 N skf.No evasive actions taken.Bexar county sheriff notified.",2023-06-04T00:00:00Z,29.5246,-98.4682,4000,medium
2321,2023-06-04,Nashville,Tennessee,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): nashville, tn / unmanned aircraft systems (UAS) sighting/1454c/nashville airport traffic control tower (ATCT) advised, e170, tpa-bna, reported a black unmanned aircraft systems (UAS) from the 12 of the clock position while N bound at 2,600 feet 11 S bna.No evasive action taken. Nashville airport (ARPT) pd notified.",2023-06-04T00:00:00Z,36.1244,-86.6781,2600,medium
2322,2023-06-04,Everett,Washington,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): everett, wa / unmanned aircraft systems (UAS) sighting/1310p/paine airport traffic control tower (ATCT) advised, cessna c172, pae-pae, reported a silver unmanned aircraft systems (UAS) hovering above aircraft (ACFT) while nnw bound at 1,100 feet 2 sse pae.No evasive action taken.Snohomish county sheriff notified.",2023-06-04T13:10:00Z,47.9083,-122.2808,1100,low
2323,2023-06-04,Santa maria,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): santa maria, conflict alert (CA) / unmanned aircraft systems (UAS) sighting/1430p/santa maria fct advised, vashion vr7, smx-unkn, reported a black / silver unmanned aircraft systems (UAS) 150 feet from their left side while operating at 3,200 feet 6 m smx.No evasive action taken.Leo notification not reported.",2023-06-04T14:30:00Z,34.903,-120.4554,3200,low
2324,2023-06-04,Philadelphia,Pennsylvania,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): philadelphia, public address (PA) / unmanned aircraft systems (UAS) sighting/1812e/philadelphia airport traffic control tower (ATCT) advised, helo, reported a unmanned aircraft systems (UAS) above the aircraft while on the helipad atop the thomas jefferson hospital 5 no earlier (NE) phl.No evasive action taken. Philadelphia airport (ARPT) pd notified.",2023-06-04T00:00:00Z,39.8744,-75.2437,300,medium
2325,2023-06-04,Las vegas,Nevada,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): las vegas, nv / unmanned aircraft systems (UAS) sighting/1537p/las vegas terminal radar approach control (TRACON) advised, a320, bwi-las, reported a white quadcopter unmanned aircraft systems (UAS) from the 3 of the clock position while sw bound at 14,000 feet 55 no earlier (NE) las.No evasive action taken.No leo notification reported.",2023-06-04T15:37:00Z,36.0833,-115.1522,14000,medium
2326,2023-06-04,Cleveland,Ohio,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): cleveland, oh / unmanned aircraft systems (UAS) sighting/1909e/cleveland approach (APCH) advised, a320, cle-myr, reported a black unmanned aircraft systems (UAS) 500 feet below aircraft (ACFT) while S bound at 5,000 feet 6 E cle.No evasive action taken.Fbi notified.",2023-06-04T00:00:00Z,41.505,-81.692,5000,medium
2327,2023-06-04,Sacramento,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): sacramento, ca / unmanned aircraft systems (UAS) sighting/1556p/w-regional operations center (ROC) advised, piper p28r, reported a unmanned aircraft systems (UAS) at the 2 of the clock position while ese bound at 5,500 feet vcnty smf.No evasive action taken.Leo notification not provided.",2023-06-04T15:56:00Z,38.6972,-121.5933,5500,medium
2328,2023-06-04,Philadelphia,Pennsylvania,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): philadelphia, public address (PA) / unmanned aircraft systems (UAS) sighting/1931e/philadelphia airport traffic control tower (ATCT) advised, a320, clt-phl, reported a yellow unmanned aircraft systems (UAS) 300 feet from their 3 of the clock position while east bound at 600 feet 0.5 W phl.No evasive action taken. Philadelphia airport (ARPT) pd notified.",2023-06-04T00:00:00Z,39.8744,-75.2424,600,low
2329,2023-06-05,Baltimore,Maryland,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): baltimore, md / unmanned aircraft systems (UAS) sighting/0913e/bwi airport traffic control tower (ATCT) advised, b738, tpa-bwi, observed 3 unmanned aircraft systems (UAS) off left side while eastbound at 600 feet, 2 W bwi, on arrival to runway 10.No evasive action reported. Bwi airport traffic control tower (ATCT) shifted operations to runway 15r.Leo notified.",2023-06-05T00:00:00Z,39.1756,-76.6672,600,medium
2330,2023-06-05,Fayetteville,North carolina,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): fayetteville, nc / unmanned aircraft systems (UAS) sighting/0959e/fayateville approach advised, cessna c172, observed a unmanned aircraft systems (UAS) while northeast bound at 3,000 feet, 30 sw fayateville.No evasive action reported.No leo notification provided.",2023-06-05T00:59:00Z,35.0833,-78.8786,3000,medium
2331,2023-06-05,Pittsburgh,Pennsylvania,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): pittsburgh, public address (PA) / unmanned aircraft systems (UAS) sighting/1332e/pittsburgh airport traffic control tower (ATCT) advised, b738, pit-las, reported a unmanned aircraft systems (UAS) from the 9 of the clock position while E bound at 3,000 feet 11 W montour very high frequency omnidirectional range (VOR).No evasive action taken.Allegheny county sherriff notified.",2023-06-05T00:00:00Z,40.4912,-80.2326,3000,medium
2332,2023-06-05,Charleston,South carolina,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): charleston, sc / unmanned aircraft systems (UAS) sighting/1348e/charleston airport traffic control tower (ATCT) advised, cessna c172, chs-hxd, reported a white unmanned aircraft systems (UAS) from the 3 of the clock position while ssw bound at 2,500 feet 10 wsw chs.No evasive action taken.Charleston county sheriff notified.",2023-06-05T00:00:00Z,32.8984,-80.0403,2500,medium
2333,2023-06-05,Washington,District of columbia,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): washington, dc / unmanned aircraft systems (UAS) sighting/1414e/potomac terminal radar approach control (TRACON) advised, a332, lirf-iad, observed a unmanned aircraft systems (UAS) while southbound at 4,000 feet, 10 se iad.No evasive action reported.No leo notification provided.",2023-06-05T00:00:00Z,38.8372,-77.0369,4000,medium
2334,2023-06-05,Fort myers,Florida,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): fort myers, flight level (FL) / unmanned aircraft systems (UAS) sighting/1442e/ft myers airport traffic control tower (ATCT) advised, a319, dca-rsw, observed a white-yellow unmanned aircraft systems (UAS) while northbound at 3,000 feet, 7 sse rsw.No evasive action reported.No leo notification provided.",2023-06-05T00:00:00Z,26.5361,-81.7634,3000,medium
2335,2023-06-05,Memphis,Tennessee,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): memphis, tn / unmanned aircraft systems (UAS) sighting/1229c/memphis terminal radar approach control (TRACON) advised, b38m, dal-mem, observed a unmanned aircraft systems (UAS) while northbound at 300 feet,.5 S mem.No evasive action reported.Memphis pd notified.",2023-06-05T00:00:00Z,35.1495,-90.049,300,low
2336,2023-06-05,San diego,California,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): san diego, ca / unmanned aircraft systems (UAS) sighting/1700p/san diego airport traffic control tower (ATCT) advised, e74l, sfo-san, reported a black unmanned aircraft systems (UAS) at the 3 of the clock position while W bound at 700 feet 1 E san.No evasive action taken. Port of san diego pd notified.",2023-06-05T17:00:00Z,32.7333,-117.1667,700,medium
2337,2023-06-05,Atwater,California,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): atwater, ca / unmanned aircraft systems (UAS) sighting/late report-1915p/w-regional operations center (ROC) advised, cessna c172, reported a small black and white unmanned aircraft systems (UAS) over the aircraft (ACFT) while northwest (NW) bound at 1,900 feet vcnty mer.No evasive action taken.Leo notification not provided.",2023-06-05T19:15:00Z,37.3333,-120.6167,1900,medium
2338,2023-06-05,Baltimore,Maryland,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): baltimore, md / unmanned aircraft systems (UAS) sighting/1908e/potomac terminal radar approach control (TRACON) advised, helo, reported a quadcopter unmanned aircraft systems (UAS) at the 11 of the clock position while E bound at 1,000 feet 9 nne baltimore very high frequency omnidirectional range (VOR).No evasive action required.Baltimore pd notified.",2023-06-05T00:00:00Z,39.2904,-76.6122,1000,medium
2339,2023-06-06,Ontario,California,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): ontario, ca / unmanned aircraft systems (UAS) incident/late report 6-6 1630p/w-regional operations center (ROC) advised, gulfstream g150, grb-ont, reported being struck by a unmanned aircraft systems (UAS) at unkn altitude while on short final for ont. Post-flight inspection revealed damage to aircraft (ACFT) fan blades.",2023-06-06T16:30:00Z,34.0633,-117.5991,500,medium
2340,2023-06-06,West palm beach,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): west palm beach, flight level (FL) / unmanned aircraft systems (UAS) sighting/2014e/palm beach airport traffic control tower (ATCT) advised, experimental van's rv6, reported a white quadcopter unmanned aircraft systems (UAS) 100 feet below the aircraft (ACFT) from the 3 of the clock position while N bound at 2,000 feet 6 W pbi.No evasive action taken.Palm beach sheriff notified.",2023-06-06T00:00:00Z,26.6841,-80.0958,2000,medium
2341,2023-06-07,Orlando,Florida,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): orlando, flight level (FL) / unmanned aircraft systems (UAS) sighting/1057e/orlando exec airport traffic control tower (ATCT) advised, piaggio p180, reported a yellow unmanned aircraft systems (UAS) 100 feet below aircraft (ACFT) while wsw bound at 1,300 feet 4 ese orl.No evasive action reported.Leo helo notified.",2023-06-07T00:00:00Z,28.5383,-81.3228,1300,medium
2342,2023-06-07,Chicago,Illinois,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): chicago, il / unmanned aircraft systems (UAS) sighting/1140c/chicago terminal radar approach control facility (TRACON) advised, gulfstream ga5c, reported a black unmanned aircraft systems (UAS) while wnw bound at 3,000 feet 17 wnw ord.No evasive action reported.Chicago fbi notified.",2023-06-07T00:00:00Z,41.9786,-87.9047,3000,medium
2343,2023-06-07,Colorado springs,Colorado,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): colorado springs, central office (CO) / unmanned aircraft systems (UAS) sighting/1335m/colorado springs terminal radar approach control facility (TRACON) advised, cessna c172, reported a black unmanned aircraft systems (UAS) at the 3 of the clock position while S bound at 7,400 feet 2 N cos. no evasive action reported.Colorado springs pd notified.",2023-06-07T00:00:00Z,38.8338,-104.8213,7400,low
2344,2023-06-07,Dallas-fort worth,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): dallas-fort worth, tx / unmanned aircraft systems (UAS) sighting/1528c/dfw airport traffic control tower (ATCT) advised, a321, mco-dfw, reported a black unmanned aircraft systems (UAS) from the 3 of the clock position while S bound at 5,000 feet 4 N dfw.No evasive action taken.Dfw dps notified.",2023-06-07T00:00:00Z,32.8998,-97.0403,5000,medium
2345,2023-06-07,Chicago,Illinois,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): chicago, il / unmanned aircraft systems (UAS) sighting/1614c/ord airport traffic control tower (ATCT) advised, b738, bzn-ord, reported white unmanned aircraft systems (UAS) at the 3 of the clock position while on.5 mile final runway 10c at 300 feet.No evasive action reported. Arpt communications center notified.",2023-06-07T00:00:00Z,41.9786,-87.9047,300,medium
2346,2023-06-08,Lynchburg,Virginia,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): lynchburg, va / unmanned aircraft systems (UAS) sighting/0939e/roanoke approach (APCH) advised, cessna c172, reported a black unmanned aircraft systems (UAS) 100 feet below aircraft (ACFT) from the 11 of the clock position while N bound at 3,500 feet 17 N lyh.No evasive action reported.Amherst county sheriff notified.",2023-06-08T00:00:00Z,37.3333,-79.2,3500,medium
2347,2023-06-08,Greensboro,North carolina,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): /uas sighting/1030e/greensboro airport traffic control tower (ATCT) advised, beech be55, reported a black unmanned aircraft systems (UAS) from the 12 of the clock position while se bound at 9,000 feet 26 S gso.No evasive action taken.Leo notification not reported.",2023-06-08T00:00:00Z,36.0726,-79.9378,9000,low
2348,2023-06-08,Greensboro,North carolina,"Correction information (INFO) (LOCATION) from federal aviation administration (FAA) af operations (OPS): greensboro, nc / unmanned aircraft systems (UAS) sighting/1030e/greensboro airport traffic control tower (ATCT) advised, beech be55, reported a black unmanned aircraft systems (UAS) from the 12 of the clock position while se bound at 9,000 feet 26 S gso.No evasive action taken.Leo notification not reported.",2023-06-08T00:00:00Z,36.0726,-79.9378,9000,medium
2349,2023-06-08,New york,New york,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): new york, ny / unmanned aircraft systems (UAS) sighting/late report-1157e/new york terminal radar approach control (TRACON) advised, bcs1, ord-lga, reported a unmanned aircraft systems (UAS) from the 3 of the clock position while no earlier (NE) bound at 2,500 feet 10 sw lga.No evasive action reported.Nypd aviation unit notified.",2023-06-08T00:00:00Z,40.7789,-73.8739,2500,medium
2350,2023-06-08,Dallas-fort worth,Texas,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): dallas-fort worth, tx / unmanned aircraft systems (UAS) sighting/1120c/dalls fort worth airport traffic control tower (ATCT) advised, e170, reported a white unmanned aircraft systems (UAS) from the 3 of the clock position while S bound at 1,300 feet.No evasive action reported. 3 subsequent aircraft (ACFT) reported same unmanned aircraft systems (UAS).Dallas fort worth airport pd notified.",2023-06-08T00:00:00Z,32.8998,-97.0403,1300,medium
2351,2023-06-08,Dallas-fort worth,Texas,"Correction information (INFO) (CALLSIGN) from federal aviation administration (FAA) operations (OPS): dallas-fort worth, tx / unmanned aircraft systems (UAS) sighting/1120c/dfw airport traffic control tower (ATCT) advised, e170, bhm-dfw, reported a white unmanned aircraft systems (UAS) from the 3 of the clock position while S bound at 1,300 feet 2 N dfw.No evasive action reported. 3 subsequent aircraft (ACFT) reported same unmanned aircraft systems (UAS).Dallas fort worth airport pd notified.",2023-06-08T00:00:00Z,32.8998,-97.0403,1300,medium
2352,2023-06-08,Las vegas,Nevada,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): las vegas, nv / unmanned aircraft systems (UAS) sighting/1020p/north las vegas airport traffic control tower (ATCT) advised, robinson r44, reported a unmanned aircraft systems (UAS) from the left side while ene bound at 3,800 feet11 wnw las.No evasive action taken.Lvmpd notified.",2023-06-08T00:00:00Z,36.2302,-115.1727,3800,medium
2353,2023-06-08,Atlanta,Georgia,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): atlanta, general aviation (GA) / unmanned aircraft systems (UAS) sighting/1352e/atlanta terminal radar approach control (TRACON) advised, crj9, sbn-atl, reported a gold spherical unmanned aircraft systems (UAS) from the 11 of the clock position while E bound at 6,700 feet 8 no earlier (NE) atl.No evasive action taken.Dekalb county sheriff notified.",2023-06-08T00:00:00Z,33.6407,-84.4277,6700,medium
2354,2023-06-08,San antonio,Texas,"Prelim information (INFO) from federal aviation administration (FAA) operations (OPS): san antonio, tx / unmanned aircraft systems (UAS) sighting/1407c/san antonio airport traffic control tower (ATCT) advised, e545, ase-sat, reported a unmanned aircraft systems (UAS) while on final to runway 13r at 2,000 feet 5.6 northwest (NW) san antonio.No evasive action reported. San antonio airport (ARPT) operations (OPS) notified.",2023-06-08T00:00:00Z,29.5333,-98.4695,2000,low
2355,2023-06-08,Camarillo,California,"Prelim information (INFO) from federal aviation administration (FAA) af operations (OPS): camarillo, conflict alert (CA) / unmanned aircraft systems (UAS) sighting/1230p/camarillo airport traffic control tower (ATCT) advised, piper p28a, reported a unmanned aircraft systems (UAS) at 3 of the clock position while E bound at 1,000 feet 2 se camarillo.No evasive action reported.Ventura county sheriff notified.",2023-06-08T12:30:00Z,34.2167,-119.0833,1000,low
